review,cluster
room good condition but staff wasn’t pleasant l asked water told not water read read less,1
one best hotels stayed staff friendly welcoming hotel within minutes walking distance disneyland wifi excellent hotel rooms modern clean read read less,0
great room great hotel lots things lot different places eat read read less,0
upon arrival asked if wanted upgrade room family room views fireworks epcot agreed upgrade o’clock come couldn’t see anything view pool no fireworks year old daughter disappointed blu restaurant downstairs rave nothing special food terrible along poor service reservation got checked around walked ask long told “ ah table ready” didn’t call us poor service desert uneatable “banana bread pudding” no flavor awful bathroom mold bath curtains wall i’m surprised star ratings i’m would give if used quality service deluxe amenities not hotel read read less,1
staff excellent room gross amd didnt feel safe read read less,0
great location close airport cold night rooms heater didnt work bummer room nice but little bit older well used read read less,1
come back san jose couple times year catch college friends like hotel couple blocks light rail take restaurants bars not worry driving parking read read less,0
nice hotel everything needed short stay although room smaller thought but everything im not bothered needed clean tidy place sleep hours everything ticks everything list read read less,1
check mess waited line minutes told computer down would assign rooms hand guest front curt front desk person told would call room available checked bag went dinner no one called yes room available arrived back hotel but check bag person no seen guy waiting front finally got mad walked back grabbed bag self business trip ended staying hotel days overall found bellhops friendly though sometimes missing action front desk staff annoyed room clean but hotel run down read read less,1
shocked find bathroom toilet seat broke shower head also not working no plug use bath tub instaed complained staff said would get back us asked compension still not contacted us almost week read read less,1
simple request asking receipt could not provide read read less,0
short but absolutely wonderful will stay read read less,0
wyndham old property motel sketchy neighborhood surrounded wrought iron fence breakfast expensive ’s decor bar multiple newer property’s areaavoid overpriced trap read read less,1
close airport onsite restaurant shuttle starts read read less,0
not nice id expected staff super friendly rooms pretty basic read read less,0
girl working desk called stacy inconsiderate person ever met working hotel heating room not working noise room night went downstairs tell desk said wait manager gets asked time said come back ask if manager answers but whilst looking colleague spend day waiting manager finally says will change room put heater go come back find new room dirty bedding suitcase moved old room new one damaged would not recommend hotel enemy read read less,1
good housekeepers friendlhy reception staffs card key problems alot times read read less,0
hotel staff customer pet friendly location near many attractions read read less,0
great location found room small read read less,0
booked room queen beds size but beds double size front desk said bed queen size but im sure double size read read less,1
man wore suit worked somewhere lobby named jason great ordered paid uber card problems read read less,1
room ok mildew corners bathroom exterior façade buildings property rundown read read less,1
staff front desk restaurant amazing terrific job room clean comfortable shuttle airport convenient thing hotelscom website got impression park fly option free not entirely correct parking free if staying left car eight days trip pay eight days please clarify hotelscom website avoid confusion read read less,1
front desk really nice room clean no complaints will definitely staying read read less,0
really nice hotel staff always nice helpful would definitely stay read read less,0
really nice clean hotel centrally located minute walk penn station making super easy get jfk newark airports downsides banging room doors could soft closing mechanism especially night tea coffee hotel lobby not complimentary actually expensive cheaper visit starbucks end block read read less,1
good experience hotel we’ll staying future thank read read less,0
awful experience not stay but terrible customer service ridiculous policies will never use took trip jamaica intending fly ny returned flight canceled due whatever issues plane completely outside control not able check scheduled arrival contacted manager hotel showed absolutely no compassion not offere credit future stay charged full amount night will never get business i’ve already told others unfortunate experience read read less,1
parking privileges close john wayne airport complimentary shuttle pick daily happy hour excellent welcome hospitality hotel staff read read less,0
loved comfortable elegant hotel really enjoyed breakfast buffet tesoro cove loved deep blu seafood grille comped desserts since anniversary dinner unexpected pleasant surprise got family suite king bed sofa alcove bunkbed son loved tv bunkbed alcove beds comfortable husband back problems pools great but otherwise unimpressed childrens activities nearly nonexistent hotel tiny play area next pool hotel said used arcade hotel but closed said would need go vacation club part resort find arcades playground pools but son us days hotel going parts resort didnt fit schedule also surprised parking fees not revealed hotelscom site but overall would definitely recommend hotel read read less,1
spent week new yorker place really gone downhill least half elevators broken wit times go down extremely long room cards constantly failed room gym repeatedly go front desk get new cards people reception glared like bothering revolving door hotel lobby malfunctioning constantly would suddenly stop star people kept getting whacked hard tried negotiate luggage thing street no open wifi gym passworded wifi channel ask but doesnt work half hotel seems converted urban dorm nearby colleges thats okay but kids constantly getting onto elevator back another floor slows down even top fact half elevators broken two ice machines floors one broken place needs serious refurbishment probably new management read read less,1
old broken place stink location good but not worthy charge read read less,0
late check flight room upgraded junior suite room spacious clean however tell it’s old building walls thin easily noise floor read read less,1
needs major updating peeling wallpaper rust shower dirty carpet tissues days never replaced dirty glasses mold placesbathroom blinds st window wholes comforters no coffee room service available bad smell hall room won’t stay read read less,1
didn’t airport shuttle but everything else ok staff helpful breakfast pretty good read read less,1
absolutely will never stay checked young man nice explained would dollars night placed card incidentals room deposits fine but also charged day resort fee not mentioned would ok but place old hotel unsuccessfully turned resort terribly noisy difficult getting property max read read less,1
rooms smell musty furniture beat towels stained front lobby beautiful rest resort needs match read read less,0
great pools dining close parks friedly staff read read less,0
great concert mafidon sq close train concert shopping clean comfortable well worth read read less,0
know new york city rooms typically small but one smaller rooms stayed read read less,0
perfect location read read less,0
loved ambience beautiful old hotel always helpful staff upgraded us no additional charges upper room view also liked several nice restaurants right read read less,1
hotel wasn’t clean but staff nice old rundown hotel could use remodel read read less,1
reserved hotel thru hotelscom paid hotlescom however hotel charged expedia not paid don’t know going not reserved thru expedia please refund amount paid read read less,1
definitely recommend location perfect staff everything beautiful view room nice read read less,0
stay pleasant due clean room convenient location staff helpful providing extra blanket breakfast morning great read read less,1
great place always clean quite problem public mens restroom soap dispensers not work hard get towels well light flickers yr read read less,1
hotel go hotel whenever area staff amazing new remodel great issue trip issue ever no odor rotten eggs coming bathroom sink looked like incorrect hose place staff said would get right read read less,1
rude reception hard time room nasty pinch hair sink called try switch room refused don’t recommend anyone if stays motel better hotel read read less,1
pillows bed best thing super recomended close everything orlando take concideration will charge usd per night services didn’t know read read less,1
two types rooms hotel rooms doors open building motel rooms doors open outdoors property beautiful but open public angles no security people knock door every morning claiming roomservice even though not disturb sign hanging door handle first person wearing appropriate uniform pushing refill cart fine next three people wore different colored scrubslike uniforms no name tags wearing hat tried offer rugs wanted know if checking today leaving specific info didnt feel right giving if stay ask inward facing room piece mind read read less,1
close airport freeway toilet almost overflowed pooped read read less,0
location cancelled reservation day reservation originally reserved room informed wouldnt charged room checked location tried charging room prior checking paying different card arriving arrived informed reservation cancelled hotel booked tells cancelled reservation order charge someone else higher rate reserved month prior date expedia great helping us find nice hotel area price read read less,1
property nice problem room next party call front desk times didn’t take care problem year old trying sleep well till past screamine people coming going music playing read read less,1
dirty carpet outdoor hallways makes whole place smell even room read read less,0
loved place cozy comfortable mother loved thing us didnt get anyone make beds call ask new towels etc but everything else great read read less,1
rooms accessed outdoors balconies noise level nearby aircraft make difficult peaceful nights sleep read read less,1
rude employee front desk check told go find security instead calling security read read less,0
great location easy check process sble check early loved diner read read less,0
nice time phone not working everything great read read less,0
staff made hotel great friendly welcoming moment stepped room renovated clean room entry missed vacuum but everything else great complaint lack dining options area arrived late didnt want drive far local pub summit terrible service server words head server left didnt come back food good though read read less,1
front desk ppl terrible lot wait time give keys confirmed prepaid booking read read less,1
place really needs tlc read read less,0
rooms recently renovated but dirty looked if floor hadn’t cleaned trash floor bathroom large gap room door hallway noises extremely loud not pay valet parking ample street parking free read read less,1
bad check service room small read read less,0
not expecting hotel wyndam run down traveling alone booked furthest building property parking lot dark certain places door paint chipping outside building desperate need tlc bed pillows horribly uncomfortable ac temperamental making two nights extremely uncomfortable room not yet made will not stay resort read read less,1
good hotel comfortable rooms but room service not quite good housekeeping took day clean room front desk never picks phone read read less,1
put us next broken noisy ose machine read read less,0
conveniently located grounds lovely please note price listed expedia not include fees taxes almost daily resort fee also booking expedia not guarantee room wanted guests got one bed despite requesting beds wound upgrade cot two nights planned no usb ports room read read less,1
checking nightmare line guest registration many rooms weren’t ready desk staffed trainees door lock room broken took forever get fixed read read less,1
didnt like hotel room dirty incomtoble bed mattres old reservation told free breakfast free parcking wasnt true used get vacation expedia but time havent luck dont like hotel read read less,1
clean great rooms close lot things parks problem checkin made us late event wasnt happy checkin room wasnt ready till read read less,1
room comfortable clean grounds well maintained food restaurants good staff friendly but seemed overworked read read less,0
excellent restaurants lovely pool super comfy bedhotel ina good location overall great experience read read less,0
good location free park shuttles disney park wish ran frequently but found ways get around read read less,0
passing pleasant helpful staff room updated appreciated due airport shuttle ride read read less,0
average read read less,0
nice property pleasant stay three young children read read less,0
phone doesn’t work run downstairs find charge late check room not advertised read read less,1
asked room service make bed retrieving clean linen maid cart hallway also ask towels front desk maid service unacceptable read read less,1
room took forever ready finally checked dirty bathroom super small hot inside really not stars hotel maybe read read less,1
enjoyed family suite bunk beds area tv great read read less,0
issues constant slamming doors rooms ac room loud get use ac but slamming doors driving bananas read read less,1
check charged parking fee not mentioned website also resort fee knew went dropped stuff off room going night time event magic kingdom got back hotel room went get bed noticed sheets apparently not changed previous guests past midnight kids slept top blankets disgusting also window curtains headboards stains nasty place would not stay read read less,1
good read read less,0
room small breakfast not included shuttle tofrom airport good read read less,0
loved location directly heart chinatown steps away little italy room modern clean big we’ve seen manhattan staff bit underwhelming but didn’t need much assistance didn’t affect experience great stay read read less,1
good location comfortable stay enjoy view read read less,0
room far elevator hoard time walking read read less,0
bed ok pillows horrible bathroom nasty smell door off hinges put shoulder get door close could hear neighbors room us staff friendly but will not book hotel read read less,1
bed no sheet comforter pillows sheetless matress called front desk said would send someone minutes later no came sheet called front desk apologized said would send someone min later still no sheet place garbage read read less,1
maids didnt clean room call front desk make sure room cleaned first night meals days prepared ordered served hot ordered room service worse undercooked cold charged read read less,1
nice first class relaxed familyoriented resort guest services demeanor staff impeccable read read less,0
fine no issues read read less,0
liked history place old solid decor building read read less,0
second stay new yorker love convenience location purposes read read less,0
great hotel convenient location awesome friendly staff great facilities really great time read read less,0
nice hotelroom bit small not lot storage four peoples clothing cleanliness good clean towels every day if required tick tock diner serves nice breakfast 🍳 read read less,1
hidden costs arrival not included rate read read less,0
central location new york two big railway stations animated zone hotel could benefit friendlier staff checking checking minutes not people desk checking but also interminable issues computer system checking otherwise if ok almost permanent noise syrens police fire trucks crowd typical zone new york would enjoy close almost everything veru circulated spot megacity room small beds short but perhaps toom view empire state building room near no view apparently larger confortable together old years respectable hotel location nice surprise nearby trattoria clean quiet italian cafe direct access hotel read read less,1
hotel room small but clean bathroom sink drained slow shower water temperature adjust realize hotel old read read less,1
older hotel new yorker nice staff friendly helpful checkin checkout breeze room clean worst part hotel noise factor expected noise but not level floor thought would help noise felt like right floor go buy earplugs get sleep hotel invested kind sound proofing stayed times square didnt horrible noise new yorker read read less,1
small room double beds read read less,0
nice top room exeptional bathroom staff extremely helpful would stay lot read read less,0
overall great nights room clean even second floor quiet dark night close subway easy access brooklyn manhattan also able walk brooklyn financial district location fitness centre better bowery beer garden attached hotel great watching sports easy meal long day staff hotel got job done but weren’t friendly approachable read read less,1
agent checked us asked many party responded originally planned traveling one daughters but daughter available last minute joined us agent asked if wanted upgrade bigger room bed budget said no would make due upgraded us no cost thought would not comfortable wonderful appreciated read read less,1
room super small didnt get room need but paid business executive room days but dont find better room paid nothing read read less,1
location great but room bathroom small ppl sharing room double beds read read less,0
perfect location walkable clean renovated room read read less,0
great location beds uncomfortable small bathrooms additional resort fees not justified comparable hotels vicinity read read less,1
location top metro corner multiple food options around meanwhile hotel start old may need refresh read read less,1
干净舒适值得推荐 read read less,0
great location accommodation not sure minimum characters read read less,0
great location easy access everything restaurant good value but also plenty nearby diners bars read read less,0
pay star hotel price two star hotel star rating not true read read less,0
took hour check two people front us charged us day car hotel lot room no toilet papertoilet paper morning left put boot car hadnt paid parking yetbefore checked read read less,1
rooms tight didnt stay breakfast long enough overnight but located neighborhood hood decent no crime but no parking park street pay valet not good stay new york longer days weekend stay good enough read read less,1
hotel exceeded expectations clean modern well priced location excellent read read less,0
enjoyed serveral pools hospitality amenities but bar closes way early weekends read read less,0
rooms dark dirty wallpaper falling off wall kinda gross smelly read read less,0
great read read less,0
check sent us room already occupied twice rooms dingy hallway loud read read less,0
telephone didnt work read read less,0
probably one worst stays remember hotel not classified properly read stars not anounced pathtique read read less,0
loved location near subway walked go pretty much bring sound machine download white noise app becausse exterior hotel loud night shower floors bathrooms family room gross definitely need good bleaching scrubbing cleaning staff not refresh shampoos toilet paper coffee daily definitely complaint overall value hotel good value would primarily stay availability family room hotel’s location read read less,1
nice hotelcomfortable roomhallway room smelled smoke annoying complain but still smelled later evening got back evening got back late lobby pandemonium night manager overwhelmedtook min valet car keep cool duress thoughhotel understaffed read read less,1
alarm went off but not set late night nyc got hours sleep paying gor quiet room read read less,0
rooms small walking inside ackward walls thin hear conversations rooms but worst thing indefference unfriendly attitude front desk housekeeping staff asked missing bag snacks worth assuming cleaning lady took mistake never apologized honest dont care snacks care good service positive attitude front desk employees acting like favor guests way around said going find happened will call soon still waiting least apology not go hotel central park will better place sleep read read less,1
amazing read read less,0
hotel updated but bed absolutely awful sunk middle squeaky hard sleep guess get pay read read less,0
hotel new sheets towels bathroom updated looked behind bed plug dirty back walls dirty well check counter hand finger prints looked never cleaned called airport shuttle women rude website said needed call advance shuttle told needed check not pleasant shuttle drivers prompt nice bartender nice food soso salad chicken salty send back really motel stay catch plane would not go back read read less,1
area seems bit sketch but hey property fenced room not cleaned well son found bottle bed walls stains one beds box springs broken would not stay read read less,1
room perfect three blocks son lives read read less,0
good location convenient positive atmosphere read read less,0
wyndham provided good experience stay new york service room maintenance good personnel helpful getting around city good experience read read less,0
good location near important streets restaurants theater near read read less,1
location great blocks empire state across madison square garden however rooms corridors desperately need updated clean but bathroom suites old carpets worn stains carpets bed frames read read less,1
nice but old hotel room smallest ever stayed wasn’t even coffee maker room good thing toured day read read less,1
cockroaches rooms dealbreaker otherwise uneventful welllocated airport read read less,0
checkin bit stressful but clerk helped us adriano extremely accomodating excellent friendly service throughout stay read read less,0
hotel convenient needed lots shops food options nearby read read less,0
rooms really small barely enough room walk bed desk room bathroom rather small well door could barely close read read less,1
stay okay but charged twice told getting half back days night unacceptable read read less,0
first tried charging dollars every time came property park since two nights even i’m rewards member ac unit see fiber glass installation sitcking wasn’t satisfied atleast times never complaint read read less,1
pictures online deceiving room gave creeps long strands hair randomly room underneath covers hair shower looked like wasnt cleanned phone room not work tv cable couldnt figure but able watch demand good thing overall will spend extra room stay one park hotels next time read read less,1
arrived find no shutter room lights didnt turn kind scary woman arrive hotel room room opens outsideit actually motel like hotel staff great fixing things no phone chargers no lunch restaurant weekeds bit odd but prices great dinner menu really good read read less,1
loved free shuttle airport great bonus read read less,0
great location friendly staff got early wanted go theme park checked us right away read read less,0
convenient penn station midtown theater district read read less,0
love place great location always feel safe read read less,0
older hotel newer furniture but not mask outdated facilities cochroaches bathroom near window would not stay read read less,1
hotel clean good nice valet parking need improvement read read less,0
clean fairly new no carpets rooms theyre cleaner dont smell awful read read less,0
no elevators but room really clean showers tubs washers dryers read read less,1
clean nice stayed one night read read less,0
rough neighborhood actually saw drug deal going down one block away read read less,0
nice decor comfortable bed nice entry lounge read read less,0
no coffee maker room tv room not work excessive noise coming room no ear plugs provided read read less,1
amazing view room clean great decor read read less,0
happy hotel new yorker loved history atmosphere combined great amenities general comfort convenience will return read read less,0
appropriate number room oklittle noisy but clean issue no coffee seemed no sense urgency refilling empty decanters tired driving needed sleep fulfilled needs read read less,1
older bathroom could use scrubbing walls inside doors marijuana smell second floor hallway icky read read less,1
not maintained well would expect not nearly attractive photos overpriced compared area hotels quality location thing saved day read read less,1
good enough stayed night flying read read less,0
stayed concert msg perfect location small room but clean comfortable read read less,0
needs remodel restroom room needs new mattress sure it’s old used room carpet smells 👎👎👎 read read less,1
hotel location great attending show javits center room tiny but tidy read read less,0
loved art decor lobby hotel great history behind hotel liked diner opened convenient penn station across street best amtrak subways trains come thru read read less,0
great location staff friendly beds comfy room available read read less,0
always chose wyndham stay night san jose never eas didappointed read read less,0
good overall hotel rough shape but beds comfortable overall enjoyed stay much read read less,0
never read read less,0
nice place read read less,0
nice hotel overall enjoyed stay close subways plus rooms big ny good location would stay read read less,0
nice hotel close lot attractions sort fire floor but no staff came check if ok floor filled smoke called office said would look never got back us terrible smell hurt eyes hard breathe luckily not lot made room safe issue bathroom door would not close switch plates broken beds uncomfortable read read less,1
great hotel great room read read less,0
excellent hotel clean modern great lobby amenities including highquality coffee bar friendly upbeat smiling staff every member staff encountered extremely pleasant charming nice hotel business travel read read less,1
great location bed w bath room nice surprise approached information desk times but unhelpful time housekeeping staff thorough part except left without glasses coffee expensive end but paying location read read less,1
new yorker hotel well positioned subway rail stations walking tourist sites mid manhattan bedroom given first night clean but much smaller expected however person reception offered move us slightly larger room second night’s stay staying hotel feels like special experience read read less,1
excellent location centrally located within walking distance time square great eating places delis nearby must try rooms little dated but clean comfortable free wifi would great if fridge electric kettle read read less,1
satisfying read read less,0
great hotel midtown manhattan within walking distance times square rockefeller centre right across street madison square garden read read less,0
wife liked overall hotel location ideal price great regret legitimate concierge traveling countries cities rely heavily hotels concierge wife politely asked concierge make dinner reservation us response pricelessyou got phone dont call hotel apparently hotel concierge highly compensated hotel not appreciate tips used another hotels concierge stay read read less,1
hotel appreance really nice rooms really small price advertise parking butt charge twenty five dollars night limited parking street staff seem confused apply discount stay also charge credit card several time if book one room staff doesnt tell amenties offer hotel except breakfast written piece paper tape front desk along use shower thought tacky say least read read less,1
place nice clean inconvenience parking charge read read less,0
convenient travel ny ny hospital wishes bathroom lights read read less,0
nice clean hotel walking distance disneyland staff friendly could ask read read less,0
toilet seats loosekeys not operate wellpoor gym hoursi charged night morning arrive not flown yet another hold put card arrived paid tab six days ago hold still attached asked front desk itthey said no part paid would fall off next day won’t back read read less,1
room comfortable albeit little pricey no breakfast offered part stay easy access airport read read less,0
location great across road penn station hotel busy may need wait around bit room okay new york stayed lot worse bathroom bareable not best small no put toiletries location means hotel slightly noisey streets read read less,1
metro rooms small two people everything else hotel great read read less,0
air condition extremely noisy hard control temperature goes freezing boiling hot room next another rooms bathroom every time took shower noisy took long showers best feature location location location read read less,1
nice hotel good location but rooms little small read read less,0
hotel nice staff friendly polite room clean but size closet no place put luggage toiletries bathroom sink not drain well location fantastic attending event madison square garden but disappointed room read read less,1
wife enjoyed friendly staff clean well prepared room room service delicious food summit restaurant addition quietness peaceful surroundings read read less,0
good experience would return if area hotel staff friendly issue not able add name reservation read read less,1
bed comfortable room practical layout makes good use space nice big shower room design flaw ac vent right next guest’s head sleeping turn ac off keep cold air blowing face otherwise comfortable stay read read less,1
first room not lock bathroom not clean second extremely hot stayed five days didn’t clean second day call front desk mold sink area bathroom ice machine way lobby read read less,1
close disney walk take no bus drops off hotel room great comfortable staff friendly read read less,0
nice hotel walking distance disneyland good prices rooms read read less,0
stayed wyndham great unfortunately time not told pool undergoing reconstruction required us go adjacent properties use pool read read less,1
beds comfy but requested queen got two doubles room smelled like piss sick crashed bed didn’t fight fault not switching rooms trying but tired flight crashed woke headache cause smell shower wasn’t good eitherluke warm water read read less,1
good hotel good price mid town manhattan weekend but it’s old hotel rooms need money spent shower fixtures rusted toilet seat cheap feel off heat didn’t work room bed felt like single twin queen staff lobby area great read read less,1
recent night stay new yorker great no issues hotel staff helpful hotel secure safe room plenty elevators spacious lobby ok bar site location hotel superb right madison square garden subway penn station macys empire state quick minute walk across street read read less,1
hotel close attractions easy get around city read read less,0
hotel staff could not helpful lot questions read read less,0
hotel great spot but definitely needs good renovation beds comfortable but bathroom door didn’t close little shabby but enjoyed stay either way note check isn’t read read less,1
good location room fairly small hard two people walk read read less,0
asked wake call never received next morning chance sleep received wake call not happy said something wrong telephones staff nice read read less,1
overall okay went wedding nearby needed place get ready stay overnight fine left morning local police four cars parking lot appeared looking someone read read less,1
horrible stay room filthy hotel rundown dirty read read less,0
not quiet walls thin could hear everything going hall neighbor’s tv neighbor’s phone vibrates night room’s layout not good would put fridge microwave next bed read read less,1
hard get someone clean room didn’t speak english didn’t saying working night shift made things difficult read read less,1
friendly staff excellent amenities centrally located easy access clean quiet modern chic style highly recommend not issues staying place read read less,0
seems like new hotel rooms clean little congested need clean air conditioning vents little pricey read read less,1
enjoyed stay rooms definitely little small wish options fooddrinks hotel read read less,0
clean fridge remodeled pool small but not crowded gym downstairs restaurant blocks disney walkable cvs corner subway read read less,1
location ideal clean horrible checkin experience read read less,0
amazing great customer service beautiful rooms read read less,0
fabulous weekend perfect weather perfect time family perfect hotel wyndham properties never disappointment read read less,0
room great house keeping staff excellent professional sincerely appreciate hard work efforts ensure clean enjoyable visit read read less,0
brown something another sheets didnt see next morning looked like blood side windowsill definitely could better experience price resort fee read read less,1
nice hotel breakfast buffet good main pool closed renovations used time share pool nice read read less,1
property partially construction stay hard really read good perspective but great stay read read less,0
room clean comfortable even though thw hotels onsite lounge restaurant clised later thw evening front desk helpful suggesting places within walking distance read read less,1
less minutes airport but quiet clean comfortable beds recommend courtyard rooms view shade extra quiet excellent air conditioning water pressure big screen television includes cable connect laptop order view netflix amazon prime accounts pool area clean comfortable beautiful mini golf fun young children easy walk la victoria taqueria tasty horchata latenight snacks staff friendly helpful working room changes accommodate guests beautiful lobby area read read less,1
horrible hotel ever stayed people smoking weed noise right next door people screamingmusic overall uncomfortable shaddy people walking down corridors sorry area not good read read less,1
hotel clean inside friendly staff location little interesting every day homeless people back hotel one day homeless guy extremely upset another homeless person something wouldn’t calm down awhile always interesting walk car wondering would see overall didn’t mind hotel but probably wouldn’t stay area read read less,1
good baggage storage retrieveail waitec tha minutes store retrieve read read less,1
excellent hot water read read less,0
wyndham new yorker gives american experience sensible rate read read less,0
continental breakfast joke read read less,0
excellent value hotel deluxe room exceeded expectation downside hour travelling time central new york flushing main station minutes local bus hotel read read less,1
like free breakfast included but would liked see fruit like bananas apples available beds firm staff could friendly acknowledgeable read read less,0
hotel amazing honeymoon checkin checkout husband no complaints stayed week disneyland adventures place perfect minute walk parks downtown disney able walk back hotel midday refresher nap helped hugely theres also cvs walgreens starbucks pieology subway several food places within walking distance hotel room equipped microwave fridge perfect saving left overs making quick breakfasts theres also anaheim garden walk shops restaurants like cheesecake factory bubba gump literally minute walk away cannot emphasize convenient would also like give huge shoutout front desk staff wonderful customer service thoughout stay housekeeping also kept room incredibly fresh tidy day several amenities no hidden resort fees outside gorgeous heated pool spa tub wish got use lastly underground parking garage reassured us vehicle safe sound thank ensuring honeymoon memorable regards christine christopher read read less,1
updates hotel great staff super friendly think beds bit soft personal liking but boyfriend overjoyed personal taste thing read read less,0
good value money but many add ons parking breakfast great indoor pool gym read read less,0
stay convenient us area near airport mall read read less,0
nice quiet mini fridge would nice could leftover dinner staff morning shouldn’t rush cleaning needed sleep little read read less,1
great hotel staff able check hours early room really clean except bathroom floor great price read read less,1
hotel exceeded expectations several places eat within walking uber distance good part town close beach read read less,0
terrible noise outside hotel sounded like mechanized frog went night read read less,1
air conditioning fixed air coils cleaned new battery put thermostat roach bathroom people staying room listed reserving but ask towels bathroom checkout housekeeping knocking doors waking us read read less,1
not clean room properly made beds change towels restroom also towels stains mascara stains yellow stainsvery disgusting use bleach people read read less,1
great place stay every time fly sjc read read less,0
location great … easy get hotel read read less,0
disappointment coffee pot want standard room no room service breakfast read read less,0
not good average hotel old room super small not good staff nice though read read less,0
friendly staff great service excellent location impressive history read read less,0
room comfy nice amenities location convenient staff friendly professional helpful welcoming we’ll back read read less,1
room bit small staff loud cleaning room across mines morning stay nice read read less,0
property great location outside food local stores read read less,0
close airport good restaurants near comfy bed read read less,0
great experience always stay orlando read read less,0
grounds not kept bar staff unfriendly front desk horrible waiting not accommodating late check outs read read less,1
bed bugs bitten arms legs would never stay read read less,0
unfriendly hotel staff ever otherwise place old story motel wyndam taken tried update clean comfortable but old drive park motel room door type place bed nice decor pleasing bar restaurant excellent excellent service great food ate barrestaurant nights stayed could opted go zillion places read read less,1
great location close penn station’ bedroom v small cleaned everyday elevator stopped mid floor minutes little worrying ‘ report read read less,1
going less hours sleeping arrived check time pm wanted shower head straight sleep way next day got floor elevators opened hit smell chemicals cleaning entire floor rushed room smell strong inside min later huge headache min later called down let know strong odor asked switch floors accommodating but late huge headache t ter much sleep even later start checked sat traffic hours drive read read less,1
property new clean well maintained staff friendly helpful rooms little small breakfast didn’t start little late ny read read less,1
room comfortable read read less,0
beds not comfortable air never became comfortable read read less,0
nice location easy access subway close attractions read read less,0
need receipt please thank read read less,0
recommend friend amazing location subway street easy get around walking distance empire state times square great size rooms family bathrooms toilets read read less,0
second stay hotel discovered problem house keeping not ensuring underneath beds dusted mopped read read less,1
stayed nights but night noises downstairs could heard room floor thankfully hotel staff moved us quieter room next morning hotel resort grand mural queen elizabeth conference part resort favorite place stay visit orlando aware daily resort fee selfparking also additional charge read read less,1
loved staying friendly staff clean rooms great location definetly coming back read read less,0
walls paperthin hear everything going including street noise talking rooms receptionist not friendly welcoming arrived checked rooms cleaning staff loud hallway shouting back forth eachother came back hotel dinner could hear neighbors shouting argument saying help hes going kill screaming immediately went front desk no one afraid go back room shouting police called people leave thermostat room not work room stayed cold night tried switch heat move temperature but would not change stayed degrees night overall not good experience would not recommend read read less,1
hotel expected nyc nothing special clean comfortable excellent location took train penn station able walk everywhere complaint charge luggage storage check per bag leaving hour went eat night stay hour ridiculous left bad taste mouth reason alone will never stay new yorker read read less,1
hotels best asset location close penn stn address needed ave long slow line check floor dingy scary like tenament crime scene welcoming hotel art deco means havent upgraded place since room small barest minimum poor bed ac uncontrollable awoke cold draft fan blowing onto bed bath tub nice but amenities stingy insulting paying rates cheap unremovable hangers no breakfast pay moneygrab facilities fee top basically use hotel one paid sleep one night unimpressed wyndham hospitality much better luxurious stay hilton embassy suites two days later read read less,1
overall stay goodonly thing room could cleaned better read read less,0
excellent location comfortable room read read less,0
good place stay clean noise free rooms like new read read less,0
horrible check check key parking won’t work daily bar quality hard liquor bartender even made joke given location price feel like got ripped off will never stay recommend staying another hotel if looking quality service read read less,1
nice hotel great location easy get everything read read less,0
booked web site stated lite fare menu available pm flight san jose note getting later knew would want something eat went get something eat pm told late closed minutes ago pretty bummed need update information read read less,1
hotel good central everything new york times square walk nice easy read read less,0
great location heart new york city read read less,0
business staff nice room clean wish noticed fine printresort fee usd per accommodation per night not use services not even internet feel price gouge places neighborhood not paid included read read less,1
good room price excellent housekeeping staff customer service however if want really modern upscale hotel isn’t place built extensive history classic art deco style located within walking distance madison square garden times square empire state building subway tick tock diner hotel good diner food hours day extremely fast good if hurry read read less,1
great stay son room full bathrooms great location wanted able explore restaurants ave theatres walkable macy’s close highline read read less,1
nice close activities awesome read read less,0
convenient penn station read read less,0
conveniently located friendly staff read read less,0
best room i’ve ever slept jst excellent really recommend read read less,0
great staff great hotel loved everyone helped us read read less,0
went honeymoon accommodated accordingly staff great helpful read read less,0
went quick stay orlando room seemed clean part located room next entry door noisy throughout night air conditioner loud kept us would probably stay somewhere else future read read less,1
always great stay clean quiet great staff pool closed repairs stay don’t use pool but would nice know read read less,1
parking fee ridiculously expensive also stayed resort shuttle isn’t posted website last pick hotel magic kingdom also check towels check back pool ridiculous read read less,1
room smelly unpleasant besides things good read read less,0
food restaurant needs improved food cold steak not cooked properly read read less,0
amenities side room we’re nice unfortunately no microwave older hotel but overall good job keeping clean read read less,1
older hotel took minutes check one staff member checking people two others standing around bed uncomfortable several tv stations unwatchable overall bad experience read read less,1
great location great people nice experience great place stay read read less,0
clean comfortable room though king room not available no delay getting us checked given accessible king room staff polite helpful read read less,1
amazing hotel couple read read less,0
experience wyndham garden hotel exceptional read read less,0
nice somewhat difficult navigate shuttle sea world universal offered twice day off hours read read less,0
clean service great friendly let check early small fee read read less,0
paid advance not cover taxes pay taxes sight hotel not microwave anywhere jets hot tub not work kiddy pool closed day days bed soft caused body aches read read less,1
spider bed scare stugf nice read read less,0
excellent location helpful staff but rooms corridors tired read read less,0
everyone hotel nice professional room amazing nice view if city read read less,0
nice hotel close train stationand many stores eating places read read less,0
